DATAFLOW,LAST UPDATE,freq,currency,estruct,ecase,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Lithuania,2010,10490.05,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Lithuania,2011,10802.60,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Lithuania,2012,11271.45,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Lithuania,2013,11909.78,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Lithuania,2014,12568.94,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Lithuania,2015,13303.69,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Lithuania,2016,14434.49,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Lithuania,2017,15795.37,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Lithuania,2018,17381.31,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Lithuania,2019,19589.85,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Lithuania,2020,21575.13,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Lithuania,2021,23596.42,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Lithuania,2022,26595.28,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Lithuania,2023,29566.83,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Lithuania,2024,31818.13,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Luxembourg,2000,52946.04,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Luxembourg,2001,56710.49,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Luxembourg,2002,59949.86,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Luxembourg,2003,61303.45,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Luxembourg,2004,62445.53,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Luxembourg,2005,64054.16,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Luxembourg,2006,65691.55,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Luxembourg,2007,67207.88,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Luxembourg,2008,70045.88,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Luxembourg,2009,72785.76,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Luxembourg,2010,74086.92,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Luxembourg,2011,74373.52,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Luxembourg,2012,76533.88,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Luxembourg,2013,77441.02,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Luxembourg,2014,78743.95,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Luxembourg,2015,79139.42,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Luxembourg,2016,79728.45,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Luxembourg,2017,84537.77,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Luxembourg,2018,86004.82,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Luxembourg,2019,87158.53,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Luxembourg,2020,90605.62,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Luxembourg,2021,91747.49,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Luxembourg,2022,95626.76,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Luxembourg,2023,99472.84,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Luxembourg,2024,102697.06,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Latvia,2000,3340.62,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Latvia,2001,3569.94,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Latvia,2002,3782.88,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Latvia,2003,4192.38,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Latvia,2004,4667.40,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Latvia,2005,5404.50,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Latvia,2006,6743.29,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Latvia,2007,8862.56,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Latvia,2008,10887.72,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Latvia,2009,10849.97,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Latvia,2010,10137.21,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Latvia,2011,10572.90,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Latvia,2012,10925.34,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Latvia,2013,11553.76,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Latvia,2014,12528.68,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Latvia,2015,13629.14,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Latvia,2016,14424.46,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Latvia,2017,15545.17,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Latvia,2018,16949.64,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Latvia,2019,18288.10,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Latvia,2020,19573.69,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Latvia,2021,22458.99,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Latvia,2022,24294.92,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Latvia,2023,26836.00,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Latvia,2024,29100.43,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Malta,2005,23249.01,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Malta,2006,23900.30,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Malta,2007,25028.41,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Malta,2008,27085.74,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Malta,2009,27767.68,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Malta,2010,28947.86,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Malta,2011,31285.94,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Malta,2012,31999.90,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Malta,2013,32612.00,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Malta,2014,32020.00,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Malta,2015,32675.90,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Malta,2016,33852.40,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Malta,2017,34610.30,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Malta,2018,35780.30,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Malta,2019,38214.38,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Malta,2020,39305.80,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Malta,2021,36585.00,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Malta,2022,39569.62,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Malta,2023,41110.10,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Malta,2024,45718.08,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Netherlands,2000,42352.30,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Netherlands,2001,47033.32,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Netherlands,2002,48824.79,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Netherlands,2003,50414.55,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Netherlands,2004,51125.79,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Netherlands,2005,52236.28,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Netherlands,2006,55086.07,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Netherlands,2007,56723.46,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Netherlands,2008,57953.68,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Netherlands,2009,60583.38,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Netherlands,2010,61802.82,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Netherlands,2011,63224.41,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Netherlands,2012,63465.42,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Netherlands,2013,65984.34,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Netherlands,2014,67447.70,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Netherlands,2015,69103.01,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Netherlands,2016,69951.40,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Netherlands,2017,70852.76,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Netherlands,2018,71676.36,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Netherlands,2019,74804.48,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Netherlands,2020,78285.74,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Netherlands,2021,81321.23,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Netherlands,2022,84623.01,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Netherlands,2023,90312.75,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Netherlands,2024,95784.96,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Norway,2000,50977.63,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Norway,2001,55682.24,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Norway,2002,63413.81,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Norway,2003,61683.72,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Norway,2004,61169.73,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Norway,2005,67083.78,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Norway,2006,70097.99,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Norway,2007,73989.94,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Norway,2008,75954.22,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Norway,2009,73934.35,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Norway,2010,83368.94,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Norway,2011,88980.36,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Norway,2012,95566.16,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Norway,2013,95191.98,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Norway,2014,91807.93,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Norway,2015,88902.92,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Norway,2016,87324.18,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Norway,2017,88887.78,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Norway,2018,89385.78,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Norway,2019,90438.31,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Norway,2020,85069.78,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Norway,2021,93870.78,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Norway,2022,98418.09,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Norway,2023,91590.19,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Norway,2024,94463.74,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Poland,2000,8307.50,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Poland,2001,9764.46,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Poland,2002,9501.10,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Poland,2003,8676.11,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Poland,2004,8578.45,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Poland,2005,9930.24,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Poland,2006,10712.38,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Poland,2007,12326.40,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Poland,2008,14390.07,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Poland,2009,12187.89,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Poland,2010,13792.45,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Poland,2011,14171.50,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Poland,2012,14471.01,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Poland,2013,14932.46,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Poland,2014,15982.33,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Poland,2015,16551.98,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Poland,2016,16400.85,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Poland,2017,17951.13,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Poland,2018,19237.19,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Poland,2019,20451.55,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Poland,2020,22752.71,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Poland,2021,22269.13,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Poland,2022,25007.44,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Poland,2023,28974.35,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Poland,2024,34004.72,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Portugal,2000,17265.74,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Portugal,2001,18285.04,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Portugal,2002,18928.90,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Portugal,2003,19614.98,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Portugal,2004,20244.06,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Portugal,2005,21098.17,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Portugal,2006,21688.36,,
