DATAFLOW,LAST UPDATE,freq,unit,tra_meas,tra_cov,aircraft,rep_airp,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2017-08,1474,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2017-09,1458,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2017-10,1475,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2017-11,1384,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2017-12,1404,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2018-01,1463,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2018-02,1292,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2018-03,1458,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2018-04,1585,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2018-05,1626,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2018-06,1586,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2018-07,1633,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2018-08,1622,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2018-09,1536,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2018-10,1567,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2018-11,1438,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2018-12,1459,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2019-01,1489,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2019-02,1344,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2019-03,1504,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2019-04,1616,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2019-05,1659,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2019-06,1687,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2019-07,1680,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2019-08,1708,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2019-09,1426,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2019-10,1394,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2019-11,1271,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2019-12,1355,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2020-01,1369,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2020-02,1221,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2020-03,597,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2020-05,0,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2020-06,24,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2020-07,578,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2020-08,884,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2020-09,682,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2020-10,708,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2020-11,413,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2020-12,329,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2021-01,301,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2021-02,88,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2021-03,111,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2021-04,268,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2021-05,377,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2021-06,1002,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2021-07,1505,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2021-08,1519,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2021-09,1505,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2021-10,1592,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2021-11,1533,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2021-12,1540,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2022-01,1156,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2022-02,1223,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2022-03,1529,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2022-04,1692,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2022-05,1874,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2022-06,1851,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2022-07,1874,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2022-08,1888,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2022-09,1860,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2022-10,1818,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2022-11,1264,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2022-12,1339,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2023-01,1333,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2023-02,1173,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2023-03,1419,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2023-04,1865,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2023-05,1922,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2023-06,1886,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2023-07,2001,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2023-08,1992,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2023-09,1727,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2023-10,1931,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2023-11,1327,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2023-12,1438,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2024-01,1239,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2024-02,990,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2024-03,1364,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2024-04,1361,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2024-05,1588,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2024-06,1574,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2024-07,1633,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2024-08,1668,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2024-09,1571,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2024-10,1525,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2024-11,646,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2024-12,670,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2025-01,683,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2025-02,595,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2025-03,691,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2025-04,845,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2025-05,878,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2025-06,863,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2025-07,887,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2025-08,953,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2025-09,815,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,WARSZAWA/MODLIN airport,2025-10,858,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2010-01,1136,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2010-02,1045,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2010-03,1246,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2010-04,1068,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2010-05,1489,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2010-06,1763,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2010-07,1789,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2010-08,1726,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2010-09,1696,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2010-10,1417,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2010-11,1141,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2010-12,1035,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2011-01,1147,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2011-02,1004,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2011-03,889,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2011-04,1172,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2011-05,1280,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2011-06,1511,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2011-07,1625,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2011-08,1647,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2011-09,1671,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2011-10,1410,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2011-11,1280,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2011-12,1248,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2012-01,1347,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2012-02,1235,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2012-03,1329,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2012-04,1613,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2012-05,2000,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2012-06,2286,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2012-07,1947,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2012-08,1726,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2012-09,1722,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2012-10,1446,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2012-11,1015,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2012-12,949,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2013-01,1023,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2013-02,940,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2013-03,1047,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2013-04,1056,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2013-05,1202,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2013-06,1429,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2013-07,1411,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2013-08,1432,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2013-09,1416,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2013-10,1241,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2013-11,923,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2013-12,889,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2014-01,829,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2014-02,862,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2014-03,984,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2014-04,1068,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2014-05,1225,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2014-06,1472,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2014-07,1538,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2014-08,1564,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2014-09,1555,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2014-10,1232,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2014-11,981,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2014-12,923,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2015-01,942,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Flight,Commercial passenger air flights,Total transport,Total,POZNAN/LAWICA airport,2015-02,938,,
